City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Zeya,RU,53.75,127.2667,-14.08,94,32,4.88,scattered clouds
463,Ust-Nera,RU,64.5667,143.2,-34.47,99,93,2.48,overcast clouds
464,Praia Da Vitoria,PT,38.7333,-27.0667,56.75,76,20,13.11,few clouds
465,La Ferte-Bernard,FR,48.1863,0.6536,58.62,86,100,18.39,overcast clouds
466,Nioro,GM,13.35,-15.75,81.66,13,96,8.03,overcast clouds
467,Sri Aman,MY,1.2376,111.4621,71.91,100,99,0.96,overcast clouds
468,Ambulu,ID,-8.345,113.6058,74.86,91,100,3.4,overcast clouds
469,Timizart,DZ,36.8,4.2667,54.77,46,97,6.91,overcast clouds
470,Biscarrosse,FR,44.3945,-1.1672,55.35,67,0,8.05,clear sky
471,Khorixas,NA,-20.3667,14.9667,75.56,59,100,8.84,overcast clouds
472,Tougue,GN,11.4667,-11.6,69.8,20,39,2.77,scattered clouds
473,Asau,RO,46.4333,26.4,40.12,79,99,6.87,overcast clouds
474,Bremervorde,DE,53.4833,9.1333,51.98,88,100,8.23,light rain
475,San Quintin,MX,30.4833,-115.95,60.67,64,24,23.51,few clouds
476,Fengrun,CN,39.8333,118.1167,22.53,40,36,4.25,scattered clouds
477,Raigarh,IN,21.9,83.4,59.13,55,0,3.83,clear sky
478,Yulara,AU,-25.2406,130.9889,83.57,49,98,8.55,overcast clouds
479,Acapulco,MX,16.8634,-99.8901,83.71,56,58,8.66,broken clouds
480,Leeuwarden,NL,53.2014,5.8086,50.11,91,100,11.5,moderate rain
481,Lamar,US,33.6668,-95.5836,75.97,53,100,12.91,overcast clouds
482,Alpinopolis,BR,-20.8636,-46.3881,73.15,87,61,1.72,broken clouds
483,Adre,TD,13.4667,22.2,64.9,29,0,17.43,clear sky
484,Saint Anthony,US,45.0205,-93.218,33.01,85,20,4.61,few clouds
485,Ginda,IN,30.6945,78.4932,37.94,30,5,6.51,clear sky
486,Funadhoo,MV,6.15,73.2667,79.66,71,62,7.43,broken clouds
487,Necochea,AR,-38.5473,-58.7368,61.48,93,100,14.58,light rain
488,Newport,GB,51.5877,-2.9984,47.62,91,100,9.91,overcast clouds
489,Noshiro,JP,40.2039,140.0242,28.89,69,100,30.62,light snow
490,Trofors,NO,65.5333,13.4063,35.47,94,69,9.08,broken clouds
491,Malatya,TR,38.5,38.0,17.65,100,0,4.61,clear sky
492,Banff,CA,51.1762,-115.5698,31.23,64,84,8.05,broken clouds
493,Linjiang,CN,41.8069,126.9078,-5.73,99,51,0.51,broken clouds
494,Freeport,US,40.6576,-73.5832,55.38,57,0,10.36,clear sky
495,Krasnoselkup,RU,65.7,82.4667,-8.39,98,100,9.15,overcast clouds
496,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,86,99,17.76,overcast clouds
497,Lensk,RU,60.7253,114.9278,-5.93,81,100,14.34,overcast clouds
498,Herat,AF,34.5,62.0,33.87,69,0,9.37,clear sky
499,Nenjiang,CN,49.1833,125.2167,-17.66,90,12,2.28,few clouds
500,Villanueva,HN,15.3167,-88.0,86.99,51,20,10.36,few clouds
501,Viedma,AR,-40.8135,-62.9967,72.95,23,100,6.71,overcast clouds
502,Pemberton,CA,50.3164,-122.8027,39.85,86,88,0.96,overcast clouds
503,Islamkot,PK,24.6997,70.177,58.82,27,52,4.59,broken clouds
504,Rabo De Peixe,PT,37.8,-25.5833,54.91,58,20,8.05,few clouds
505,Ahipara,NZ,-35.1667,173.1667,67.89,68,100,14.67,overcast clouds
506,Progreso,MX,21.2833,-89.6667,89.11,62,49,12.21,scattered clouds
507,Kemijarvi,FI,66.7131,27.4306,28.62,87,98,14.41,overcast clouds
508,Ludvika,SE,60.1496,15.1878,17.33,93,48,1.59,scattered clouds
509,Kostomuksha,RU,64.571,30.5767,29.7,93,100,16.08,snow
510,Jalu,LY,29.0331,21.5482,57.31,60,96,5.66,overcast clouds
511,Yeniseysk,RU,58.4497,92.1703,6.13,96,100,7.72,light snow
512,Kasongo-Lunda,CD,-6.4667,16.8167,69.89,97,100,0.34,overcast clouds
513,Tual,ID,-5.6667,132.75,82.85,79,100,17.43,overcast clouds
514,Pombas,CV,17.1503,-25.0201,71.38,76,98,11.68,overcast clouds
515,Nhulunbuy,AU,-12.2333,136.7667,75.81,94,100,11.5,light rain
516,Iwanai,JP,42.9744,140.5089,17.06,81,100,23.44,light snow
517,Antalaha,MG,-14.9003,50.2788,73.58,88,83,3.33,broken clouds
518,Sibolga,ID,1.7427,98.7792,74.44,91,92,2.71,overcast clouds
519,Virginia Beach,US,36.8529,-75.978,67.03,74,0,8.05,clear sky
520,Kachiry,KZ,53.0675,76.1036,-9.74,100,32,4.45,scattered clouds
521,Preobrazheniye,RU,42.9019,133.9064,6.24,68,2,13.96,clear sky
522,Phenix City,US,32.471,-85.0008,75.27,59,0,3.44,clear sky
523,Nanlong,CN,31.3533,106.0631,43.09,82,93,2.51,overcast clouds
524,Brits,ZA,-25.6347,27.7802,64.18,86,100,2.77,overcast clouds
525,Arvika,SE,59.6553,12.5852,27.21,62,100,3.4,overcast clouds
526,Bereda,ES,43.2686,-7.5406,50.41,97,100,4.0,overcast clouds
527,Svetlogorsk,BY,52.6333,29.7333,47.57,80,99,14.23,overcast clouds
528,Betioky,MG,-23.7167,44.3833,75.4,75,6,6.35,clear sky
529,Kokopo,PG,-4.352,152.2633,78.33,83,100,5.19,overcast clouds
530,Podor,MR,16.6527,-14.9587,82.63,11,0,9.62,clear sky
531,Grandview,US,38.8858,-94.533,61.16,66,83,3.0,broken clouds
532,Kirakira,SB,-10.4544,161.9205,78.84,85,100,3.91,moderate rain
533,Salinopolis,BR,-0.6136,-47.3561,80.24,79,77,11.36,broken clouds
534,Srednekolymsk,RU,67.45,153.6833,-32.84,96,100,4.61,overcast clouds
535,Saint Joseph,US,39.7686,-94.8466,57.25,64,0,9.22,clear sky
536,Cape Coast,GH,5.1053,-1.2466,79.05,68,5,6.64,clear sky
537,Shache,CN,38.4167,77.2406,20.44,39,0,3.67,clear sky
538,Port Blair,IN,11.6667,92.75,76.77,74,54,11.74,broken clouds
539,Danilovka,RU,50.3557,44.1168,42.1,91,100,17.38,overcast clouds
540,Tiznit,MA,29.5833,-9.5,59.49,29,0,3.02,clear sky
541,Mamallapuram,IN,12.6264,80.1722,77.05,72,4,6.35,clear sky
542,Lebyazhye,RU,55.2689,66.4947,-2.07,97,88,8.84,overcast clouds
543,Okotoks,CA,50.7289,-113.9828,31.71,83,13,3.62,few clouds
544,Fenoarivo,MG,-18.933,47.4354,66.27,94,75,5.75,thunderstorm with light rain
545,Otavi,NA,-19.65,17.3333,71.89,63,98,6.35,overcast clouds
546,Jardim,BR,-21.4803,-56.1381,86.95,58,93,3.29,overcast clouds
547,Santa Rosa,PH,14.3122,121.1114,76.1,94,56,8.43,broken clouds
548,Buala,SB,-8.145,159.5921,81.93,82,95,9.64,overcast clouds
549,Tiksi,RU,71.6872,128.8694,-33.39,100,93,6.33,overcast clouds
550,Gurjaani,GE,41.7429,45.8011,39.2,45,26,3.6,scattered clouds
551,Tagusao,PH,9.1924,117.8141,77.68,85,98,4.0,moderate rain
552,Najran,SA,17.4924,44.1277,60.24,55,60,4.34,broken clouds
553,Gravelbourg,CA,49.8834,-106.5512,19.56,88,11,5.97,few clouds
554,Merrill,US,45.1805,-89.6835,34.57,86,100,6.91,overcast clouds
555,Porto Seguro,BR,-16.4497,-39.0647,79.32,83,75,14.97,broken clouds
556,Cootamundra,AU,-34.65,148.0333,72.95,64,3,6.93,clear sky
557,Cockburn Town,TC,21.4612,-71.1419,78.1,75,1,15.55,clear sky
558,Mulki,IN,13.1,74.8,76.28,88,77,0.0,broken clouds
559,Fallon,US,39.4735,-118.7774,36.91,73,75,6.91,broken clouds
560,Mananara,MG,-16.1667,49.7667,75.42,86,100,0.67,overcast clouds
561,Kropotkin,RU,45.4375,40.5756,46.74,84,98,17.74,overcast clouds
562,Birao,CF,10.2849,22.7882,70.45,28,0,6.69,clear sky
563,Bintulu,MY,3.1667,113.0333,74.91,94,84,4.29,light rain
564,Maua,BR,-23.6678,-46.4614,76.35,83,29,7.67,scattered clouds
565,Srandakan,ID,-7.9386,110.2506,77.94,87,100,9.86,overcast clouds
566,Espelkamp,DE,52.3833,8.6167,53.74,88,100,8.86,light rain
567,Damietta,EG,31.4165,31.8133,64.83,65,90,14.0,overcast clouds
568,Annau,TM,37.8876,58.516,40.23,59,14,3.49,few clouds
569,Cangzhou,CN,38.3167,116.8667,26.29,49,75,3.6,broken clouds
570,Kolpashevo,RU,58.3131,82.9089,1.45,97,100,3.94,light snow
571,Manthani,IN,18.65,79.6667,67.59,55,0,3.24,clear sky
572,Murray Bridge,AU,-35.1167,139.2667,63.34,71,0,11.25,clear sky
573,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,85,100,8.95,light shower snow
574,Haldibari,IN,26.3333,88.7667,58.62,57,2,4.09,clear sky
575,Celestun,MX,20.8667,-90.4,83.12,61,55,7.52,broken clouds
576,Shaunavon,CA,49.6501,-108.4181,24.82,83,9,5.7,clear sky
577,San Patricio,US,28.017,-97.5169,83.16,60,8,13.58,clear sky
578,San Jeronimo,PE,-11.9472,-75.2829,59.0,59,99,1.7,overcast clouds
579,Hajdubagos,HU,47.3929,21.6655,45.37,100,29,5.75,mist
580,Gravdal,NO,68.1214,13.5031,39.83,76,100,31.27,light rain
581,Doka,SD,13.5167,35.7667,77.18,44,3,6.85,clear sky
582,Tsumeb,NA,-19.2333,17.7167,70.45,72,91,6.58,light rain
583,Ixtapa,MX,20.7,-105.2,79.23,73,40,12.66,scattered clouds
584,Miquelon,PM,47.0975,-56.3814,41.0,99,100,14.94,light rain
585,Lagunas,PE,-5.2269,-75.6753,84.25,58,100,2.59,overcast clouds
586,Koumac,NC,-20.5667,164.2833,78.57,72,47,9.91,scattered clouds
587,Shiliguri,IN,26.7,88.4333,58.46,58,7,4.68,clear sky
588,Bulgan,MN,48.8125,103.5347,-9.29,96,20,3.36,few clouds
589,Mongoumba,CF,3.6415,18.5936,80.38,39,100,2.48,overcast clouds
590,Port Hedland,AU,-20.3167,118.5667,84.25,65,94,10.36,overcast clouds
591,Flinders,AU,-34.5833,150.8552,72.37,76,27,5.23,scattered clouds
592,Havre-Saint-Pierre,CA,50.2334,-63.5986,25.14,74,100,11.5,overcast clouds
593,Ndola,ZM,-12.9587,28.6366,63.05,98,100,0.92,moderate rain
594,Taoudenni,ML,22.6783,-3.9836,70.39,9,0,9.37,clear sky
595,Chimoio,MZ,-19.1164,33.4833,66.16,86,43,2.39,scattered clouds
596,Port Lincoln,AU,-34.7333,135.8667,63.84,84,0,12.53,clear sky
597,Wajid,SO,3.8093,43.2471,79.18,59,7,19.37,clear sky
598,Lander,US,42.833,-108.7307,32.59,92,100,8.05,snow
599,Namtsy,RU,62.7161,129.6658,-43.49,99,82,2.75,broken clouds
600,Sisimiut,GL,66.9395,-53.6735,-2.52,87,88,10.36,overcast clouds
601,Flin Flon,CA,54.7682,-101.865,7.72,91,57,2.93,broken clouds
602,San Ignacio,BZ,17.1561,-89.0714,91.54,52,20,4.61,few clouds
603,Aramil,RU,56.6977,60.8369,1.51,92,100,11.18,light shower snow
604,Swan Hill,AU,-35.3378,143.5544,84.88,38,98,11.23,light rain
605,Carlagan,PH,14.975,122.0456,76.96,89,92,12.48,overcast clouds
606,Jacobina,BR,-11.1806,-40.5183,76.68,63,100,4.97,overcast clouds
607,Khromtau,KZ,50.2503,58.4347,26.49,97,100,7.09,overcast clouds
608,Wajir,KE,1.7471,40.0573,81.16,53,33,9.44,light rain
609,Kiruna,SE,67.8557,20.2251,1.49,91,9,5.37,clear sky
610,Dicabisagan,PH,17.0818,122.4157,74.66,93,100,2.51,overcast clouds
611,Presidente Medici,BR,-11.1753,-61.9014,80.96,89,45,3.58,scattered clouds
612,Husavik,IS,66.0449,-17.3389,17.01,77,34,19.73,scattered clouds
613,Korla,CN,41.7597,86.1469,19.26,60,0,2.71,clear sky
614,Cabra,ES,37.4725,-4.4421,55.62,39,100,4.41,overcast clouds
615,Urumqi,CN,43.801,87.6005,2.35,85,40,2.24,mist
616,Shirvan,AZ,39.9509,48.8994,43.02,47,9,5.3,clear sky
617,Popondetta,PG,-8.7537,148.2534,75.43,95,100,1.43,overcast clouds
618,Miandrivazo,MG,-19.5167,45.4667,74.48,88,100,2.86,light rain
619,Gorontalo,ID,0.5412,123.0595,75.11,93,100,3.67,overcast clouds
620,Rocha,UY,-34.4833,-54.3333,85.14,41,93,17.72,overcast clouds
621,Pasighat,IN,28.0667,95.3333,56.44,69,75,2.93,broken clouds
622,Sakaraha,MG,-22.9,44.5333,74.14,67,8,2.37,clear sky
623,Omihachiman,JP,35.1286,136.0976,41.94,77,39,6.22,scattered clouds
624,Port Victoria,KE,0.0939,33.9756,70.48,61,26,10.54,scattered clouds
625,Kiama,AU,-34.6833,150.8667,72.57,76,31,8.01,scattered clouds
626,Sangar,RU,63.9242,127.4739,-37.08,99,100,2.89,overcast clouds
627,Yuci,CN,37.6803,112.7319,15.55,57,0,2.24,clear sky
628,Laguna,US,38.421,-121.4238,62.08,48,0,25.32,clear sky
629,Rudbar,AF,30.15,62.6,45.45,35,27,7.05,scattered clouds
630,Umtata,ZA,-31.5889,28.7844,60.76,98,28,1.9,scattered clouds
631,Umba,RU,66.6871,34.3429,24.26,97,100,6.89,overcast clouds
632,Jalapa,MX,19.5333,-96.9167,71.26,61,32,5.1,light rain
633,Lisakovsk,KZ,52.5369,62.4936,2.32,99,88,4.09,overcast clouds
634,Karasburg,NA,-28.0167,18.75,82.87,12,16,14.27,few clouds
635,Navirai,BR,-23.065,-54.1906,76.15,82,86,5.14,overcast clouds
636,Ampanihy,MG,-24.7,44.75,73.72,82,90,7.78,overcast clouds
637,Wangqing,CN,43.3218,129.7634,4.08,72,24,8.48,few clouds
638,Las Lomas,PA,8.4333,-82.4,81.81,78,40,12.66,light rain
639,Ayan,RU,56.45,138.1667,-12.57,76,95,12.24,overcast clouds
640,Dubrovnik,HR,42.6481,18.0922,51.44,87,0,1.14,clear sky
641,Piran,SI,45.5278,13.5706,52.48,91,75,3.44,mist
642,Huarmey,PE,-10.0681,-78.1522,74.86,71,64,11.1,broken clouds
643,Ketchikan,US,55.3422,-131.6461,45.07,65,100,28.77,overcast clouds
644,Tupik,RU,54.4253,119.9327,-16.94,95,97,2.08,overcast clouds
645,Bud,US,39.447,-86.1758,52.9,91,100,3.24,overcast clouds
646,Omsukchan,RU,62.5333,155.8,-31.05,96,30,2.42,scattered clouds
647,Anchorage,US,61.2181,-149.9003,35.31,91,100,8.05,light snow
648,Charters Towers,AU,-20.1,146.2667,74.07,77,58,10.2,broken clouds
649,Carrollton,US,32.9537,-96.8903,79.54,43,75,14.97,broken clouds
650,Guarapari,BR,-20.6667,-40.4975,77.9,85,100,13.69,moderate rain
651,Lorengau,PG,-2.0226,147.2712,81.19,78,100,5.17,overcast clouds
652,Opelika,US,32.6454,-85.3783,71.85,59,5,1.01,clear sky
653,Fairbanks,US,64.8378,-147.7164,18.61,88,20,3.44,few clouds
654,Crawfordsville,US,40.0411,-86.8745,51.31,87,100,5.1,overcast clouds
655,Cam Ranh,VN,11.9214,109.1591,75.16,73,40,9.22,scattered clouds
656,Grenfell,AU,-33.9,148.1667,71.46,57,3,4.83,clear sky
657,Alofi,NU,-19.0595,-169.9187,80.49,89,100,8.05,light rain
658,Moranbah,AU,-22.0016,148.0466,73.4,76,1,14.67,clear sky
659,Khovu-Aksy,RU,51.1333,93.6,-4.38,93,100,2.77,overcast clouds
660,Chernyakhovsk,RU,54.6335,21.8156,49.21,77,89,14.99,overcast clouds
661,Skierniewice,PL,51.9548,20.1584,53.67,74,100,11.18,overcast clouds
662,Vila,PT,42.0304,-8.1588,40.69,95,100,4.68,overcast clouds
663,Macamic,CA,48.7502,-78.9996,26.58,89,100,5.06,light snow
664,Oranjemund,NA,-28.55,16.4333,64.94,90,0,5.68,clear sky
665,Rovaniemi,FI,66.5,25.7167,26.01,93,0,6.91,clear sky
666,Gold Coast,AU,-28.0,153.4333,75.0,85,75,6.91,broken clouds
667,Umm Lajj,SA,25.0213,37.2685,71.1,65,0,5.82,clear sky
668,Caernarfon,GB,53.1413,-4.2702,45.68,33,40,10.36,light rain
669,Solnechnyy,RU,50.7214,136.6319,-9.36,99,100,1.77,overcast clouds
670,Vakhrushev,RU,48.9833,142.9667,-1.61,85,92,8.1,overcast clouds
671,Saryagash,KZ,41.4511,69.1701,30.16,52,100,4.97,overcast clouds
672,Dauriya,RU,49.9333,116.8667,-13.77,96,7,6.8,clear sky
673,Behshahr,IR,36.6923,53.5526,45.66,65,1,3.76,clear sky
674,Poum,NC,-20.2333,164.0167,78.89,71,89,13.56,overcast clouds
675,Usinsk,RU,65.9939,57.5281,4.78,96,100,12.82,light snow
676,Banepa,NP,27.6298,85.5214,44.92,87,40,0.0,mist
677,Miles City,US,46.4083,-105.8406,32.97,74,20,4.61,few clouds
678,Rundu,NA,-17.9333,19.7667,69.89,75,94,5.84,overcast clouds
679,Puro,PH,12.4841,123.3827,76.93,90,95,10.18,overcast clouds
680,Seaside,US,36.6111,-121.8516,62.53,74,0,10.36,clear sky
681,Amapa,BR,1.0,-52.0,74.16,93,92,6.08,overcast clouds
682,Bara,NG,10.3744,10.7288,69.51,32,45,10.45,scattered clouds
683,Wahiawa,US,21.5028,-158.0236,77.32,67,20,0.0,few clouds
684,Dabakala,CI,8.3667,-4.4333,77.63,12,11,3.33,few clouds
685,Awbari,LY,26.5921,12.7805,51.67,51,0,6.11,clear sky
686,Staroaleyskoye,RU,51.0061,82.0,17.04,91,98,7.38,overcast clouds
687,Lavrentiya,RU,65.5833,-171.0,-12.71,92,35,11.95,scattered clouds
688,Rio Grande,BR,-32.035,-52.0986,87.91,79,45,20.67,scattered clouds
689,La Plata,AR,-34.9215,-57.9545,70.03,84,100,10.42,light rain
690,Zhuhai,CN,22.2769,113.5678,62.38,82,20,16.11,few clouds
691,Ayagoz,KZ,47.9714,80.4392,4.17,100,99,3.87,overcast clouds
692,Hit,IQ,33.6416,42.8251,51.89,38,87,7.94,overcast clouds
693,Bira,RU,49.0,132.4667,-23.1,96,14,4.59,few clouds
