City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,East London,ZA,2022-12-15 22:43:28,-33.0153,27.9116,68.38,84,40,3.8
276,Catuday,PH,2022-12-15 22:43:29,16.2923,119.8062,78.35,79,97,9.93
277,Wesselsbron,ZA,2022-12-15 22:43:29,-27.8549,26.3658,66.67,55,100,5.39
278,Laguna,US,2022-12-15 22:43:29,38.421,-121.4238,57.31,63,0,5.75
279,Buraydah,SA,2022-12-15 22:44:30,26.326,43.975,59.45,48,8,9.28
280,Kirakira,SB,2022-12-15 22:44:30,-10.4544,161.9205,85.59,66,6,3.83
281,Muros,ES,2022-12-15 22:44:30,42.7762,-9.0603,53.1,95,100,7.05
282,Bonavista,CA,2022-12-15 22:44:30,48.6499,-53.1147,35.55,96,100,32.84
283,Vaitape,PF,2022-12-15 22:44:31,-16.5167,-151.75,80.28,78,94,18.23
284,Ilulissat,GL,2022-12-15 22:44:31,69.2167,-51.1,26.62,100,75,13.8
285,Sorland,NO,2022-12-15 22:44:31,67.667,12.6934,30.06,41,100,17.43
286,Constitucion,CL,2022-12-15 22:44:32,-35.3333,-72.4167,66.83,63,3,17.25
287,Sola,VU,2022-12-15 22:44:32,-13.8833,167.55,81.61,64,46,12.97
288,Half Moon Bay,US,2022-12-15 22:42:55,37.4636,-122.4286,58.8,53,0,6.91
289,Hurghada,EG,2022-12-15 22:44:32,27.2574,33.8129,66.24,48,0,8.05
290,Tromso,NO,2022-12-15 22:44:33,69.6496,18.957,28.42,80,75,3.44
291,Esqueda,MX,2022-12-15 22:44:33,30.7167,-109.5833,57.07,18,6,3.91
292,Camargo,MX,2022-12-15 22:43:47,27.6667,-105.1667,65.17,12,6,5.28
293,La Ronge,CA,2022-12-15 22:44:33,55.1001,-105.2842,5.25,72,20,10.36
294,Umm Kaddadah,SD,2022-12-15 22:44:34,13.6017,26.6876,65.34,29,100,13.04
295,Yellowknife,CA,2022-12-15 22:44:34,62.456,-114.3525,-5.28,84,100,3.44
296,Flin Flon,CA,2022-12-15 22:44:34,54.7682,-101.865,13.84,79,100,12.66
297,Yen Bai,VN,2022-12-15 22:44:35,21.7,104.8667,56.57,81,29,1.1
298,Port Hedland,AU,2022-12-15 22:44:35,-20.3167,118.5667,78.85,65,0,11.5
299,Namibe,AO,2022-12-15 22:44:35,-15.1961,12.1522,69.4,80,99,3.22
300,Seoul,KR,2022-12-15 22:43:57,37.5683,126.9778,17.04,67,0,4.61
301,Baykit,RU,2022-12-15 22:44:36,61.67,96.37,-4.79,98,100,2.84
302,Ust-Kan,RU,2022-12-15 22:44:36,50.9276,84.761,-2.33,71,3,4.03
303,Vila Velha,BR,2022-12-15 22:44:36,-20.3297,-40.2925,73.94,76,75,4.61
304,Fuzhou,CN,2022-12-15 22:44:36,26.0614,119.3061,53.49,97,100,2.77
305,Porto Santo,PT,2022-12-15 22:44:37,33.072,-16.3415,62.98,67,40,18.41
306,Greymouth,NZ,2022-12-15 22:44:37,-42.4667,171.2,64.36,93,100,6.13
307,Lakes Entrance,AU,2022-12-15 22:44:35,-37.8811,147.981,58.15,82,88,5.88
308,Manggar,ID,2022-12-15 22:44:37,-2.8833,108.2667,76.84,85,100,7.4
309,Mehamn,NO,2022-12-15 22:44:38,71.0357,27.8492,35.51,93,75,33.38
310,Peebles,GB,2022-12-15 22:44:38,55.6519,-3.1888,28.96,92,22,4.03
311,Iralaya,HN,2022-12-15 22:44:38,15.0,-83.2333,78.22,85,2,10.47
312,Ganzhou,CN,2022-12-15 22:44:39,28.8184,115.4327,48.96,55,82,7.45
313,Vitim,RU,2022-12-15 22:44:39,59.4511,112.5578,-9.54,96,100,13.47
314,Indiana,US,2022-12-15 22:44:31,40.0003,-86.2503,38.97,75,100,10.36
315,Vorontsovka,RU,2022-12-15 22:44:39,50.6132,40.3549,27.1,82,100,11.86
316,Hornepayne,CA,2022-12-15 22:44:40,49.2138,-84.7705,28.94,93,100,13.13
317,Mayo,US,2022-12-15 22:44:40,38.8876,-76.5119,48.18,94,100,13.8
318,Manta,EC,2022-12-15 22:40:49,-0.95,-80.7333,80.38,69,75,10.36
319,Micheweni,TZ,2022-12-15 22:44:40,-4.9667,39.8333,79.3,82,18,7.9
320,Trelew,AR,2022-12-15 22:44:41,-43.249,-65.3051,63.93,41,0,14.94
321,Talnakh,RU,2022-12-15 22:44:41,69.4865,88.3972,0.54,88,100,16.78
322,Coihaique,CL,2022-12-15 22:44:41,-45.5752,-72.0662,60.75,51,75,10.36
323,Nakhon Nayok,TH,2022-12-15 22:44:42,14.1667,101.1,67.71,77,25,2.66
324,Chokurdakh,RU,2022-12-15 22:45:42,70.6333,147.9167,-41.15,100,57,1.77
325,South Lake Tahoe,US,2022-12-15 22:42:20,38.9332,-119.9844,37.06,68,0,0.0
326,Dawei,MM,2022-12-15 22:45:42,14.0833,98.2,65.25,78,55,5.08
327,Lebu,CL,2022-12-15 22:45:43,-37.6167,-73.65,59.41,78,15,24.29
328,Maymyo,MM,2022-12-15 22:45:43,22.0333,96.4667,56.07,93,4,2.57
329,Launceston,AU,2022-12-15 22:45:43,-41.45,147.1667,59.81,62,100,18.41
330,Manali,IN,2022-12-15 22:45:44,13.1667,80.2667,75.29,80,48,5.86
331,Cooma,AU,2022-12-15 22:45:44,-36.2333,149.1333,46.83,69,75,10.45
332,Roswell,US,2022-12-15 22:44:22,34.0232,-84.3616,54.52,63,0,11.5
333,Nantucket,US,2022-12-15 22:45:44,41.2835,-70.0995,46.51,80,100,11.5
334,Ouegoa,NC,2022-12-15 22:45:45,-20.35,164.4333,82.85,65,19,4.47
335,Pitimbu,BR,2022-12-15 22:45:45,-7.4706,-34.8086,81.19,74,92,12.33
336,Olkhovka,RU,2022-12-15 22:45:46,53.2115,60.6069,0.01,91,24,4.16
337,Hobyo,SO,2022-12-15 22:45:46,5.3505,48.5268,76.87,74,0,13.38
338,Nizwa,OM,2022-12-15 22:45:46,22.9333,57.5333,63.5,55,1,3.4
339,Kampene,CD,2022-12-15 22:45:47,-3.6,26.6667,66.38,99,100,0.85
340,Monrovia,LR,2022-12-15 22:45:35,6.3005,-10.7969,76.77,78,11,7.49
341,San Jose De Tarros,HN,2022-12-15 22:45:47,15.3,-88.7,79.74,76,0,1.3
342,Asyut,EG,2022-12-15 22:45:47,27.181,31.1837,60.98,54,0,5.44
343,Mackay,AU,2022-12-15 22:45:48,-21.15,149.2,85.68,65,25,10.56
344,Ketchikan,US,2022-12-15 22:45:48,55.3422,-131.6461,39.18,93,100,3.44
345,Kingaroy,AU,2022-12-15 22:45:48,-26.5333,151.8333,75.56,31,55,2.89
346,Toora-Khem,RU,2022-12-15 22:45:49,52.4675,96.11,-13.79,99,97,2.04
347,Jumla,NP,2022-12-15 22:45:49,29.2747,82.1838,38.93,17,0,5.77
348,Tautira,PF,2022-12-15 22:45:49,-17.7333,-149.15,80.6,75,99,14.97
349,Hernani,ES,2022-12-15 22:45:50,43.2662,-1.9762,55.42,86,100,3.44
350,Clarence Town,AU,2022-12-15 22:45:50,-32.5833,151.7833,59.99,68,91,5.97
351,Petropavlovsk-Kamchatskiy,RU,2022-12-15 22:42:17,53.0452,158.6483,23.59,63,40,11.18
352,Salvador,SV,2022-12-15 22:41:20,13.8333,-88.9167,80.64,65,0,2.24
353,Dax,FR,2022-12-15 22:45:50,43.75,-1.1667,54.45,99,100,4.61
354,Ossora,RU,2022-12-15 22:45:51,59.2353,163.0719,29.48,75,96,24.32
355,Mangai,CD,2022-12-15 22:45:51,-4.05,19.5333,68.59,94,68,1.9
356,Paita,PE,2022-12-15 22:45:52,-5.0892,-81.1144,70.45,79,86,11.63
357,Chara,RU,2022-12-15 22:45:52,56.9064,118.2631,-26.3,81,77,1.48
358,Angoche,MZ,2022-12-15 22:45:52,-16.2325,39.9086,77.56,83,75,5.08
359,Udachnyy,RU,2022-12-15 22:45:52,66.4167,112.4,-25.96,100,94,4.85
360,Smolenka,RU,2022-12-15 22:45:53,52.1352,113.4974,-11.06,64,32,2.24
361,Urumqi,CN,2022-12-15 22:45:53,43.801,87.6005,0.55,85,75,2.24
362,Shakawe,BW,2022-12-15 22:45:54,-18.3667,21.85,69.28,86,100,2.95
363,Srednekolymsk,RU,2022-12-15 22:45:54,67.45,153.6833,-30.89,98,98,11.43
364,Ilheus,BR,2022-12-15 22:45:54,-14.7889,-39.0494,73.22,88,75,5.75
365,Surskoye,RU,2022-12-15 22:45:54,54.4821,46.7214,19.9,91,100,6.06
366,Waingapu,ID,2022-12-15 22:45:55,-9.6567,120.2641,81.34,75,100,3.06
367,Amapa,BR,2022-12-15 22:45:55,1.0,-52.0,77.36,79,100,3.53
368,Katherine,AU,2022-12-15 22:45:55,-14.4667,132.2667,84.52,65,93,3.44
369,Honningsvag,NO,2022-12-15 22:45:56,70.9821,25.9704,35.35,69,100,24.16
370,Umm Lajj,SA,2022-12-15 22:46:56,25.0213,37.2685,74.59,36,0,15.01
371,Cao Bang,VN,2022-12-15 22:46:56,22.6667,106.25,51.22,79,2,2.44
372,Mandera,KE,2022-12-15 22:46:57,3.9366,41.867,81.99,32,4,8.12
373,Lexington Park,US,2022-12-15 22:46:57,38.2668,-76.4538,52.66,96,100,14.97
374,Ascension,US,2022-12-15 22:46:57,30.2169,-90.9001,61.02,36,0,3.44
375,Weligama,LK,2022-12-15 22:46:58,5.9667,80.4167,75.06,88,99,0.67
376,Acari,PE,2022-12-15 22:46:58,-15.4311,-74.6158,73.99,79,58,7.58
377,Warrington,GB,2022-12-15 22:46:58,53.3925,-2.5802,30.94,90,9,0.0
378,Tongzi,CN,2022-12-15 22:46:59,28.7829,105.0877,47.43,86,100,2.19
379,Labuhan,ID,2022-12-15 22:46:59,-6.8844,112.2051,78.35,83,100,8.39
380,Krasnoselkup,RU,2022-12-15 22:46:59,65.7,82.4667,7.39,78,100,19.8
381,Mawlaik,MM,2022-12-15 22:47:00,23.6333,94.4167,58.42,85,4,1.25
382,Kavieng,PG,2022-12-15 22:47:00,-2.5744,150.7967,81.36,77,98,4.59
383,Shenkursk,RU,2022-12-15 22:47:00,62.1091,42.896,17.58,87,73,10.2
384,Thanh Hoa,VN,2022-12-15 22:47:01,19.8,105.7667,56.61,82,6,4.21
385,Yar-Sale,RU,2022-12-15 22:47:01,66.8333,70.8333,11.66,91,100,17.63
386,Lawrenceburg,US,2022-12-15 22:47:01,38.0373,-84.8966,46.98,72,20,9.22
387,Erzincan,TR,2022-12-15 22:47:02,39.75,39.5,38.5,93,75,2.3
388,Rio Claro,BR,2022-12-15 22:47:02,-22.4114,-47.5614,71.96,67,33,2.33
389,Montreal,CA,2022-12-15 22:42:57,45.5088,-73.5878,37.24,77,100,14.97
390,Lianyuan,CN,2022-12-15 22:47:02,27.6883,111.6642,47.08,58,80,6.55
391,Katangli,RU,2022-12-15 22:47:03,51.7102,143.2326,4.24,86,100,24.16
392,Hirara,JP,2022-12-15 22:47:03,24.8,125.2833,73.26,94,75,16.11
393,Rizomata,GR,2022-12-15 22:47:03,40.3472,22.2036,47.52,87,100,4.61
394,Badnawar,IN,2022-12-15 22:47:04,23.0167,75.2167,65.5,53,42,6.44
395,Katsuura,JP,2022-12-15 22:47:05,35.1333,140.3,47.19,56,17,7.85
396,Deputatskiy,RU,2022-12-15 22:47:05,69.3,139.9,-36.24,98,14,0.63
397,Samarinda,ID,2022-12-15 22:47:05,-0.5,117.15,73.78,98,100,0.87
398,Aripuana,BR,2022-12-15 22:47:06,-9.1667,-60.6333,72.97,97,100,1.88
399,Fortuna,US,2022-12-15 22:46:18,40.5982,-124.1573,54.93,70,0,4.0
400,Winslow,US,2022-12-15 22:45:50,35.0242,-110.6974,39.38,56,0,5.75
401,Maine-Soroa,NE,2022-12-15 22:47:06,13.2114,12.0241,71.17,15,59,9.66
402,Kilindoni,TZ,2022-12-15 22:47:06,-7.9139,39.6668,80.47,75,10,10.07
403,Kieta,PG,2022-12-15 22:47:07,-6.2167,155.6333,85.23,68,50,1.92
404,Kudahuvadhoo,MV,2022-12-15 22:47:07,2.6708,72.8944,80.42,75,24,5.08
405,Ishigaki,JP,2022-12-15 22:47:07,24.3448,124.1572,75.33,88,75,13.8
406,Manicore,BR,2022-12-15 22:47:08,-5.8092,-61.3003,75.33,92,94,3.18
407,Marquette,US,2022-12-15 22:47:08,46.5333,-87.6335,31.82,92,100,8.99
408,Simao,CN,2022-12-15 22:47:08,22.7886,100.9748,51.62,99,41,2.04
409,Malpe,IN,2022-12-15 22:47:09,13.35,74.7167,74.5,81,5,4.88
410,Sisimiut,GL,2022-12-15 22:47:09,66.9395,-53.6735,26.67,91,100,19.01
411,Majene,ID,2022-12-15 22:47:09,-3.5403,118.9707,78.53,82,99,7.27
412,Namatanai,PG,2022-12-15 22:47:10,-3.6667,152.4333,83.48,71,57,6.11
413,Mahebourg,MU,2022-12-15 22:47:10,-20.4081,57.7,75.49,83,40,10.36
414,Herat,AF,2022-12-15 22:47:10,34.5,62.0,45.01,40,22,5.93
415,Hit,IQ,2022-12-15 22:47:11,33.6416,42.8251,60.06,59,4,7.45
416,Newport,GB,2022-12-15 22:45:35,51.5877,-2.9984,33.51,72,6,8.46
417,Tilichiki,RU,2022-12-15 22:48:11,60.4667,166.1,29.68,80,100,18.88
418,Venlo,NL,2022-12-15 22:48:12,51.3667,6.1667,26.26,70,5,3.91
419,Nome,US,2022-12-15 22:48:12,64.5011,-165.4064,-9.33,84,0,5.75
420,Metro,ID,2022-12-15 22:48:12,-5.1131,105.3067,74.95,91,98,2.86
421,Solnechnyy,RU,2022-12-15 22:48:13,50.7214,136.6319,-7.46,96,100,4.54
422,Sabang,ID,2022-12-15 22:48:13,5.8933,95.3214,79.32,79,95,6.33
423,Miranda,CO,2022-12-15 22:48:13,3.2499,-76.2281,78.93,88,100,4.09
424,Zeya,RU,2022-12-15 22:48:13,53.75,127.2667,-24.29,89,91,5.95
425,Pachino,IT,2022-12-15 22:48:14,36.7186,15.0907,63.57,87,52,6.73
426,Makakilo City,US,2022-12-15 22:48:14,21.3469,-158.0858,80.01,64,0,9.22
427,Lahij,YE,2022-12-15 22:48:15,13.1667,44.5833,68.76,75,87,3.24
428,Sur,OM,2022-12-15 22:48:15,22.5667,59.5289,72.77,51,0,8.97
429,Capao Bonito,BR,2022-12-15 22:48:16,-24.0058,-48.3494,63.1,94,41,6.62
430,Leningradskiy,RU,2022-12-15 22:48:16,69.3833,178.4167,-15.05,87,63,5.39
431,Ucluelet,CA,2022-12-15 22:48:16,48.9329,-125.5528,44.91,89,11,0.81
432,Ayan,RU,2022-12-15 22:48:17,56.45,138.1667,-13.9,73,100,18.92
433,Olga,RU,2022-12-15 22:48:17,43.7444,135.2892,1.4,60,5,16.2
434,Xining,CN,2022-12-15 22:48:17,36.6167,101.7667,12.13,71,100,6.6
435,Ipixuna,BR,2022-12-15 22:48:17,-1.7625,-48.8043,79.02,79,84,4.85
436,Tanete,ID,2022-12-15 22:48:18,-3.9443,119.7848,75.7,93,99,3.44
437,Along,IN,2022-12-15 22:48:18,28.1667,94.7667,51.48,89,7,1.36
438,Saldanha,ZA,2022-12-15 22:48:19,-33.0117,17.9442,69.17,85,62,10.2
439,Brasileia,BR,2022-12-15 22:48:19,-11.0161,-68.7481,75.65,100,75,3.44
440,Kaseda,JP,2022-12-15 22:48:19,31.4167,130.3167,46.83,70,46,8.79
441,Nileshwar,IN,2022-12-15 22:48:19,12.25,75.1,72.18,78,3,6.06
442,Jalu,LY,2022-12-15 22:48:20,29.0331,21.5482,67.06,41,0,8.25
443,Watertown,US,2022-12-15 22:44:50,42.3709,-71.1828,42.06,88,75,9.22
444,Saint Anthony,US,2022-12-15 22:48:20,45.0205,-93.218,33.58,93,100,8.05
445,Nelson Bay,AU,2022-12-15 22:48:21,-32.7167,152.15,60.12,78,86,15.01
446,Meadow Lake,US,2022-12-15 22:45:34,34.8014,-106.5436,42.46,35,4,4.54
447,Thinadhoo,MV,2022-12-15 22:48:21,0.5333,72.9333,81.12,71,21,9.04
448,Salekhard,RU,2022-12-15 22:48:21,66.53,66.6019,3.09,98,100,7.27
449,Clyde River,CA,2022-12-15 22:48:22,70.4692,-68.5914,5.23,78,0,20.71
450,Meulaboh,ID,2022-12-15 22:48:22,4.1363,96.1285,75.96,91,99,6.42
451,Sarramea,NC,2022-12-15 22:48:22,-21.6421,165.8452,80.91,70,62,4.32
452,Phan Thiet,VN,2022-12-15 22:48:23,10.9333,108.1,73.71,83,80,1.32
453,Point Fortin,TT,2022-12-15 22:47:56,10.1833,-61.6833,77.9,85,1,12.95
454,Itapetininga,BR,2022-12-15 22:48:05,-23.5917,-48.0531,66.54,87,72,9.53
455,Itarema,BR,2022-12-15 22:48:23,-2.9248,-39.9167,79.63,75,98,15.08
456,Luwuk,ID,2022-12-15 22:48:24,-0.9516,122.7875,78.75,82,97,2.86
457,Kajaani,FI,2022-12-15 22:48:24,64.2273,27.7285,15.85,92,100,9.22
458,Yulara,AU,2022-12-15 22:48:24,-25.2406,130.9889,65.71,52,100,15.17
459,Sistranda,NO,2022-12-15 22:48:24,63.7256,8.834,26.56,70,100,12.71
460,Ratnagiri,IN,2022-12-15 22:48:25,16.9833,73.3,75.22,74,100,3.71
461,Barcelona,ES,2022-12-15 22:48:25,41.3888,2.159,59.9,73,20,5.75
462,San Patricio,US,2022-12-15 22:49:25,28.017,-97.5169,71.55,44,1,8.75
463,Seymchan,RU,2022-12-15 22:49:26,62.8833,152.4333,-24.0,98,100,11.14
464,Henties Bay,NA,2022-12-15 22:49:26,-22.116,14.2845,65.41,82,91,2.98
465,Bathurst,AU,2022-12-15 22:49:26,-33.4166,149.5806,59.97,57,86,1.01
466,Nemuro,JP,2022-12-15 22:49:27,43.3236,145.575,23.83,59,27,21.12
467,Okhotsk,RU,2022-12-15 22:49:27,59.3833,143.3,0.59,67,100,26.64
468,Hofn,IS,2022-12-15 22:49:27,64.2539,-15.2082,22.39,58,100,18.61
469,Komsomolskiy,UZ,2022-12-15 22:49:28,40.4272,71.7189,30.92,86,10,4.61
470,Chiredzi,ZW,2022-12-15 22:49:28,-21.05,31.6667,74.82,73,100,1.77
471,Narasannapeta,IN,2022-12-15 22:49:28,18.4167,84.05,70.9,88,46,3.22
472,Gweru,ZW,2022-12-15 22:49:29,-19.45,29.8167,64.63,81,97,3.83
473,Willowmore,ZA,2022-12-15 22:49:29,-33.2926,23.4895,69.13,64,64,6.17
474,Greifswald,DE,2022-12-15 22:49:29,54.1,13.3833,19.53,97,86,2.42
475,Abengourou,CI,2022-12-15 22:49:29,6.7297,-3.4964,73.22,79,36,3.49
476,Chase,CA,2022-12-15 22:49:30,50.8165,-119.6857,30.07,96,90,1.34
477,Kupino,RU,2022-12-15 22:49:30,54.3663,77.2981,-9.17,92,14,8.9
478,Aleksandrovsk-Sakhalinskiy,RU,2022-12-15 22:49:30,50.8975,142.1561,10.81,89,100,20.33
479,Dongsheng,CN,2022-12-15 22:49:31,39.8161,109.9776,2.25,51,30,13.2
480,Matanzas,CU,2022-12-15 22:49:31,23.0411,-81.5775,83.16,65,40,5.75
481,Hoquiam,US,2022-12-15 22:49:31,46.9809,-123.8893,46.38,72,0,5.75
482,Amnat Charoen,TH,2022-12-15 22:49:32,15.9167,104.75,60.21,82,3,7.78
483,Birao,CF,2022-12-15 22:49:32,10.2849,22.7882,68.18,19,8,5.95
484,Verkhnyaya Inta,RU,2022-12-15 22:49:32,65.9811,60.3094,15.98,76,36,17.4
485,Kisangani,CD,2022-12-15 22:49:33,0.5167,25.2,68.54,97,47,2.44
486,Champerico,GT,2022-12-15 22:49:33,14.3,-91.9167,90.14,72,7,8.52
487,Kvarkeno,RU,2022-12-15 22:49:33,52.0833,59.725,-0.53,93,56,1.83
488,Morgan City,US,2022-12-15 22:49:34,29.6994,-91.2068,60.8,36,0,3.44
489,Egvekinot,RU,2022-12-15 22:49:34,66.3167,-179.1667,-8.86,93,99,1.1
490,Goderich,CA,2022-12-15 22:49:34,43.7501,-81.7165,37.9,87,100,14.97
491,Les Cayes,HT,2022-12-15 22:49:34,18.2,-73.75,74.86,77,1,5.97
492,Anadyr,RU,2022-12-15 22:49:35,64.75,177.4833,18.1,85,40,38.01
493,Erenhot,CN,2022-12-15 22:49:35,43.6475,111.9767,2.1,59,100,10.71
494,Narsaq,GL,2022-12-15 22:49:36,60.9167,-46.05,12.42,73,58,6.93
495,Armidale,AU,2022-12-15 22:49:36,-30.5167,151.65,63.41,34,0,2.28
496,Dukat,RU,2022-12-15 22:49:36,62.55,155.55,-17.97,99,100,7.85
497,Zyryanka,RU,2022-12-15 22:49:36,65.75,150.85,-26.95,96,100,23.24
498,Margate,GB,2022-12-15 22:49:25,51.3813,1.3862,40.69,81,30,3.0
499,Bonthe,SL,2022-12-15 22:49:37,7.5264,-12.505,79.07,80,1,7.56
500,Tahara,JP,2022-12-15 22:49:37,34.6667,137.2667,48.15,2,2,18.1
501,Hamina,FI,2022-12-15 22:49:38,60.5697,27.1979,4.28,98,99,4.52
502,Erbaa,TR,2022-12-15 22:49:38,40.6689,36.5675,55.29,85,100,5.3
503,Ust-Tsilma,RU,2022-12-15 22:49:38,65.441,52.1498,14.95,88,93,10.67
504,Souillac,MU,2022-12-15 22:49:39,-20.5167,57.5167,75.58,83,40,10.36
505,Swellendam,ZA,2022-12-15 22:49:39,-34.0226,20.4417,71.56,85,72,9.06
506,Gigmoto,PH,2022-12-15 22:49:39,13.7796,124.39,80.69,87,80,11.14
507,Lazaro Cardenas,MX,2022-12-15 22:45:28,17.9583,-102.2,79.65,65,22,8.05
508,Peleduy,RU,2022-12-15 22:49:40,59.6289,112.7406,-9.67,96,100,13.42
509,Amarante Do Maranhao,BR,2022-12-15 22:50:40,-5.5667,-46.7422,73.96,89,100,1.99
510,Mashhad,IR,2022-12-15 22:50:40,36.297,59.6062,39.34,81,0,0.0
511,Banon,ES,2022-12-15 22:50:40,40.8382,-1.1909,49.26,82,75,5.75
512,Male,MV,2022-12-15 22:50:13,4.1748,73.5089,78.75,89,40,1.14
513,Cockburn Town,TC,2022-12-15 22:47:19,21.4612,-71.1419,77.99,67,0,15.7
514,Zhigansk,RU,2022-12-15 22:50:41,66.7697,123.3711,-46.12,99,86,3.2
515,Ericeira,PT,2022-12-15 22:50:41,38.9627,-9.4156,59.81,94,78,18.86
516,Ordu,TR,2022-12-15 22:50:42,40.9086,37.6845,45.52,79,100,7.76
517,Atherton,GB,2022-12-15 22:50:42,53.5237,-2.4935,28.78,85,6,0.96
518,Sorbhog,IN,2022-12-15 22:50:42,26.5,90.8667,62.73,75,61,2.24
519,Bubaque,GW,2022-12-15 22:50:43,11.2833,-15.8333,82.02,58,0,10.42
520,Orotina,CR,2022-12-15 22:50:43,9.912,-84.5234,86.76,82,92,2.51
521,Nyrob,RU,2022-12-15 22:50:43,60.733,56.7202,7.32,98,100,6.44
522,Oussouye,SN,2022-12-15 22:50:43,12.485,-16.5469,71.69,42,17,5.44
523,Maniitsoq,GL,2022-12-15 22:50:44,65.4167,-52.9,29.75,86,100,18.37
524,Mumford,GH,2022-12-15 22:50:44,5.2618,-0.759,79.16,87,77,8.61
525,Nanortalik,GL,2022-12-15 22:50:44,60.1432,-45.2371,20.66,80,59,4.21
526,Qaqortoq,GL,2022-12-15 22:50:45,60.7167,-46.0333,10.35,77,63,6.13
527,Arcos,BR,2022-12-15 22:50:45,-20.2819,-45.5394,66.2,92,55,6.71
528,Asprovalta,GR,2022-12-15 22:50:45,40.7167,23.7,55.96,94,100,4.0
529,Cap Malheureux,MU,2022-12-15 22:50:46,-19.9842,57.6142,75.47,73,85,3.0
530,Guerrero Negro,MX,2022-12-15 22:50:46,27.9769,-114.0611,64.71,30,44,9.15
531,Devonport,AU,2022-12-15 22:50:46,-41.1667,146.35,62.02,53,0,2.24
532,Thaton,MM,2022-12-15 22:50:46,16.9206,97.3714,68.59,83,56,4.12
533,Maiduguri,NG,2022-12-15 22:46:13,11.8464,13.1603,72.18,18,94,7.83
534,Vung Tau,VN,2022-12-15 22:50:47,10.346,107.0843,76.33,81,57,7.56
535,Medicine Hat,CA,2022-12-15 22:50:47,50.0501,-110.6683,13.19,83,40,5.75
536,Westford,US,2022-12-15 22:50:47,42.5793,-71.4378,40.3,86,75,9.22
537,Dunga Bunga,PK,2022-12-15 22:50:48,29.7493,73.2432,57.67,31,0,3.2
538,Nabire,ID,2022-12-15 22:49:21,-3.3667,135.4833,77.61,89,98,1.72
539,Diu,IN,2022-12-15 22:50:48,20.7141,70.9822,75.76,62,98,8.7
540,Kawalu,ID,2022-12-15 22:50:48,-7.3817,108.2082,72.21,97,100,0.72
541,Rio Gallegos,AR,2022-12-15 22:50:15,-51.6226,-69.2181,71.65,40,75,18.41
542,Salalah,OM,2022-12-15 22:50:49,17.0151,54.0924,72.28,55,5,6.46
543,Iwanai,JP,2022-12-15 22:50:49,42.9744,140.5089,20.8,78,100,21.56
544,Locri,IT,2022-12-15 22:50:49,38.2414,16.2623,72.32,86,88,4.54
545,Matay,EG,2022-12-15 22:50:50,28.419,30.7792,62.65,57,0,8.5
546,Raga,SS,2022-12-15 22:50:50,8.4596,25.678,71.47,22,12,4.43
547,Harper,LR,2022-12-15 22:50:50,4.375,-7.7169,78.46,82,48,6.87
548,Junction City,US,2022-12-15 22:50:51,39.0286,-96.8314,35.62,52,100,17.27
549,Goundam,ML,2022-12-15 22:50:51,16.4145,-3.6708,73.69,11,0,8.16
550,Le Port,RE,2022-12-15 22:50:51,-20.9373,55.2919,77.0,81,49,5.82
551,North Platte,US,2022-12-15 22:50:52,41.1239,-100.7654,26.49,71,40,21.85
552,Kinablangan,PH,2022-12-15 22:50:52,7.6947,126.5503,78.91,85,100,2.82
